File ID,Hoofdcompetentie,Subcompetentie,Percentage
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Initiatief,35
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Besluitvaardigheid,37
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Flexibiliteit,65
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Stressbestendigheid,37
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Ambitie,67
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Zelfstandigheid,35
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Doorzettingsvermogen,46
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Resultaatgerichtheid,65
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Leerbereidheid,68
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Inzet,38
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Nauwkeurigheid,41
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Organisatiesensitiviteit,38
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Klantoriëntatie,42
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Kwaliteitsgerichtheid,50
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Ondernemerschap,48
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Overtuigingskracht,49
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Aansturen van groepen,43
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Aansturen van individuen,27
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Coachen van medewerkers,48
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Onderhandelen,46
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatie vermogen,Plannen en organiseren,43
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatie vermogen,Delegeren,50
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatie vermogen,Voortgangscontrole,33
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Sensitiviteit,48
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Samenwerking,41
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Optreden,45
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Relatiebeheer,35
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Sociabiliteit,40
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Assertiviteit,40
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Initiatief,12
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Besluitvaardigheid,19
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Flexibiliteit,25
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Stressbestendigheid,21
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Ambitie,50
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Zelfstandigheid,52
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Doorzettingsvermogen,34
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Resultaatgerichtheid,44
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Leerbereidheid,54
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Inzet,26
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Nauwkeurigheid,82
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Organisatiesensitiviteit,33
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Klantoriëntatie,28
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Kwaliteitsgerichtheid,89
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Ondernemerschap,29
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Overtuigingskracht,21
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Aansturen van groepen,36
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Aansturen van individuen,16
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Coachen van medewerkers,33
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Onderhandelen,41
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatie vermogen,Plannen en organiseren,59
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatie vermogen,Delegeren,21
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatie vermogen,Voortgangscontrole,44
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Sensitiviteit,29
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Samenwerking,27
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Optreden,22
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Relatiebeheer,27
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Sociabiliteit,23
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Assertiviteit,40
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Initiatief,54
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Besluitvaardigheid,48
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Flexibiliteit,52
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Stressbestendigheid,59
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Ambitie,59
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Zelfstandigheid,55
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Doorzettingsvermogen,71
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Resultaatgerichtheid,75
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Leerbereidheid,67
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Inzet,70
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Nauwkeurigheid,54
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Organisatiesensitiviteit,52
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Klantoriëntatie,67
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Kwaliteitsgerichtheid,54
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Ondernemerschap,56
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Overtuigingskracht,56
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Aansturen van groepen,49
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Aansturen van individuen,46
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Coachen van medewerkers,63
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Onderhandelen,59
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatie vermogen,Plannen en organiseren,57
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatie vermogen,Delegeren,61
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatie vermogen,Voortgangscontrole,59
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Sensitiviteit,62
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Samenwerking,59
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Optreden,60
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Relatiebeheer,48
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Sociabiliteit,70
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Assertiviteit,52
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Initiatief,28
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Besluitvaardigheid,25
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Flexibiliteit,28
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Stressbestendigheid,46
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Ambitie,67
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Zelfstandigheid,30
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Doorzettingsvermogen,41
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Resultaatgerichtheid,50
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Leerbereidheid,59
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Inzet,39
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Nauwkeurigheid,51
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Organisatiesensitiviteit,69
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Klantoriëntatie,53
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Kwaliteitsgerichtheid,59
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Ondernemerschap,38
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Overtuigingskracht,35
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Aansturen van groepen,49
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Aansturen van individuen,49
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Coachen van medewerkers,58
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Onderhandelen,45
740200fb-ceec-58a1-a4da-f24c997943de,Organisatie vermogen,Plannen en organiseren,43
740200fb-ceec-58a1-a4da-f24c997943de,Organisatie vermogen,Delegeren,67
740200fb-ceec-58a1-a4da-f24c997943de,Organisatie vermogen,Voortgangscontrole,35
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Sensitiviteit,62
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Samenwerking,67
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Optreden,49
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Relatiebeheer,57
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Sociabiliteit,53
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Assertiviteit,33
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Initiatief,49
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Besluitvaardigheid,34
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Flexibiliteit,58
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Stressbestendigheid,75
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Ambitie,25
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Zelfstandigheid,52
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Doorzettingsvermogen,59
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Resultaatgerichtheid,35
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Leerbereidheid,81
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Inzet,62
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Nauwkeurigheid,54
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Organisatiesensitiviteit,88
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Klantoriëntatie,77
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Kwaliteitsgerichtheid,50
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Ondernemerschap,44
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Overtuigingskracht,57
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Aansturen van groepen,36
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Aansturen van individuen,69
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Coachen van medewerkers,87
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Onderhandelen,52
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatie vermogen,Plannen en organiseren,57
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatie vermogen,Delegeren,87
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatie vermogen,Voortgangscontrole,62
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Sensitiviteit,90
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Samenwerking,78
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Optreden,55
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Relatiebeheer,33
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Sociabiliteit,77
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Assertiviteit,34
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Initiatief,11
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Besluitvaardigheid,32
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Flexibiliteit,20
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Stressbestendigheid,33
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Ambitie,63
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Zelfstandigheid,50
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Doorzettingsvermogen,46
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Resultaatgerichtheid,62
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Leerbereidheid,60
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Inzet,37
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Nauwkeurigheid,89
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Organisatiesensitiviteit,41
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Klantoriëntatie,26
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Kwaliteitsgerichtheid,89
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Ondernemerschap,31
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Overtuigingskracht,21
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Aansturen van groepen,47
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Aansturen van individuen,16
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Coachen van medewerkers,28
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Onderhandelen,41
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatie vermogen,Plannen en organiseren,60
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatie vermogen,Delegeren,23
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatie vermogen,Voortgangscontrole,56
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Sensitiviteit,29
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Samenwerking,29
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Optreden,22
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Relatiebeheer,19
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Sociabiliteit,19
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Assertiviteit,43
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Initiatief,41
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Besluitvaardigheid,39
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Flexibiliteit,49
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Stressbestendigheid,37
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Ambitie,63
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Zelfstandigheid,41
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Doorzettingsvermogen,39
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Resultaatgerichtheid,53
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Leerbereidheid,67
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Inzet,43
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Nauwkeurigheid,56
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Organisatiesensitiviteit,59
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Klantoriëntatie,50
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Kwaliteitsgerichtheid,54
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Ondernemerschap,44
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Overtuigingskracht,37
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Aansturen van groepen,45
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Aansturen van individuen,41
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Coachen van medewerkers,54
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Onderhandelen,43
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatie vermogen,Plannen en organiseren,52
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatie vermogen,Delegeren,57
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatie vermogen,Voortgangscontrole,47
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Sensitiviteit,56
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Samenwerking,56
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Optreden,44
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Relatiebeheer,52
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Sociabiliteit,50
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Assertiviteit,40
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Initiatief,49
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Besluitvaardigheid,36
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Flexibiliteit,52
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Stressbestendigheid,75
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Ambitie,46
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Zelfstandigheid,62
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Doorzettingsvermogen,73
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Resultaatgerichtheid,56
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Leerbereidheid,67
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Inzet,78
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Nauwkeurigheid,73
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Organisatiesensitiviteit,59
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Klantoriëntatie,70
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Kwaliteitsgerichtheid,75
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Ondernemerschap,51
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Overtuigingskracht,43
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Aansturen van groepen,48
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Aansturen van individuen,29
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Coachen van medewerkers,52
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Onderhandelen,54
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatie vermogen,Plannen en organiseren,65
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatie vermogen,Delegeren,61
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatie vermogen,Voortgangscontrole,65
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Sensitiviteit,65
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Samenwerking,70
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Optreden,50
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Relatiebeheer,50
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Sociabiliteit,69
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Assertiviteit,46
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Initiatief,42
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Besluitvaardigheid,34
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Flexibiliteit,52
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Stressbestendigheid,75
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Ambitie,91
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Zelfstandigheid,62
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Doorzettingsvermogen,92
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Resultaatgerichtheid,94
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Leerbereidheid,79
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Inzet,84
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Nauwkeurigheid,87
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatiegerichtheid,Organisatiesensitiviteit,59
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatiegerichtheid,Klantoriëntatie,72
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatiegerichtheid,Kwaliteitsgerichtheid,91
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatiegerichtheid,Ondernemerschap,65
61369f33-c11d-5d29-80ed-d751b8246cd1,Beïnvloedend vermogen,Overtuigingskracht,51
61369f33-c11d-5d29-80ed-d751b8246cd1,Beïnvloedend vermogen,Aansturen van groepen,60
61369f33-c11d-5d29-80ed-d751b8246cd1,Beïnvloedend vermogen,Aansturen van individuen,59
61369f33-c11d-5d29-80ed-d751b8246cd1,Beïnvloedend vermogen,Coachen van medewerkers,48
61369f33-c11d-5d29-80ed-d751b8246cd1,Beïnvloedend vermogen,Onderhandelen,78
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatie vermogen,Plannen en organiseren,90
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatie vermogen,Delegeren,33
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatie vermogen,Voortgangscontrole,80
61369f33-c11d-5d29-80ed-d751b8246cd1,Relationeel vermogen,Sensitiviteit,55
61369f33-c11d-5d29-80ed-d751b8246cd1,Relationeel vermogen,Samenwerking,43
61369f33-c11d-5d29-80ed-d751b8246cd1,Relationeel vermogen,Optreden,56
61369f33-c11d-5d29-80ed-d751b8246cd1,Relationeel vermogen,Relatiebeheer,65
61369f33-c11d-5d29-80ed-d751b8246cd1,Relationeel vermogen,Sociabiliteit,58
61369f33-c11d-5d29-80ed-d751b8246cd1,Relationeel vermogen,Assertiviteit,58
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Initiatief,46
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Besluitvaardigheid,45
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Flexibiliteit,61
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Stressbestendigheid,71
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Ambitie,75
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Zelfstandigheid,42
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Doorzettingsvermogen,73
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Resultaatgerichtheid,78
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Leerbereidheid,70
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Inzet,67
c22e1828-5784-556c-a41b-541e88bbe819,Persoonlijke gerichtheid,Nauwkeurigheid,61
c22e1828-5784-556c-a41b-541e88bbe819,Organisatiegerichtheid,Organisatiesensitiviteit,83
c22e1828-5784-556c-a41b-541e88bbe819,Organisatiegerichtheid,Klantoriëntatie,77
c22e1828-5784-556c-a41b-541e88bbe819,Organisatiegerichtheid,Kwaliteitsgerichtheid,71
c22e1828-5784-556c-a41b-541e88bbe819,Organisatiegerichtheid,Ondernemerschap,51
c22e1828-5784-556c-a41b-541e88bbe819,Beïnvloedend vermogen,Overtuigingskracht,55
c22e1828-5784-556c-a41b-541e88bbe819,Beïnvloedend vermogen,Aansturen van groepen,51
