,File ID,Cluster_group,Hoofdkenmerk
32,bbb0d942-a1c9-5a2d-a36b-2ab007243a1f,0,Invloed
33,c22e1828-5784-556c-a41b-541e88bbe819,1,Invloed
34,c6323f05-ac11-5726-b4a1-474fa2d166a8,1,Invloed
35,c636db50-3f4e-5aaa-a98b-965b132f4859,1,Invloed
36,d73cd100-0c15-518b-874f-03a8811ebd04,0,Invloed
37,de12a2c7-d545-55e2-bd43-69fab0a50149,0,Invloed
38,debd2b0d-0e57-5d40-90ef-74cdb7758757,1,Invloed
39,eb695653-6a34-557a-aa9b-90a16a666a9b,1,Invloed
40,fe1661b9-4971-54a3-b310-1b7dadb63fcc,1,Invloed
0,04e108ed-dcea-5f17-871c-7e7d9901a5ec,1,Sociabiliteit
1,061a8da0-102b-58ec-9536-67e4018e4894,0,Sociabiliteit
2,06f319de-6e2d-596f-a545-d3fed5b048f1,1,Sociabiliteit
3,0ac45ebf-abaf-52c1-904e-73f962af3ef0,1,Sociabiliteit
4,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,1,Sociabiliteit
5,0b987c95-d61b-5d7f-925c-9c894e0937ce,0,Sociabiliteit
6,10aff0a6-3e67-53d9-9ac4-3224643e0d22,0,Sociabiliteit
7,1d86b3eb-82cf-5248-9a19-5472e1913b44,1,Sociabiliteit
8,228c72c7-39f3-5090-883c-8e71882f4963,1,Sociabiliteit
9,230154a9-def4-5404-a86e-ec8626ee4c95,1,Sociabiliteit
10,24e2d531-6fab-5f5b-9282-a488302c6547,1,Sociabiliteit
11,283ab77f-98df-5946-aacd-c3bf20cc1bc4,1,Sociabiliteit
12,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,1,Sociabiliteit
13,376aa464-a5f7-5aed-acd9-7dceb37ded9d,0,Sociabiliteit
14,3e44802d-3364-5f3a-af67-a038e335a656,1,Sociabiliteit
15,54607c72-f7f0-5106-874f-ff352975ea48,0,Sociabiliteit
16,5c0747ca-674f-5dcd-aa3d-0dda5a77c658,0,Sociabiliteit
17,5e3ed26e-b8d0-53f5-be5a-38296109877d,0,Sociabiliteit
18,61369f33-c11d-5d29-80ed-d751b8246cd1,0,Sociabiliteit
19,645025be-9089-5afa-a2e1-5b77a6593f13,1,Sociabiliteit
20,6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,0,Sociabiliteit
21,6f169b8a-96c4-5c9c-8228-4bd081defe41,0,Sociabiliteit
22,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,1,Sociabiliteit
23,709c252c-5841-547c-bc0d-099fa1d0052b,1,Sociabiliteit
24,740200fb-ceec-58a1-a4da-f24c997943de,0,Sociabiliteit
25,82371131-0df5-5703-b77f-6b45c3c4c2d9,1,Sociabiliteit
26,8783258b-64d3-5d41-92cf-08532d074f44,0,Sociabiliteit
27,8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,1,Sociabiliteit
28,980717fa-cb0e-5995-a07f-d7eabf81f302,1,Sociabiliteit
29,a5bc65f4-cbe4-5303-9ac4-0a97089e3ec2,0,Sociabiliteit
30,a992c073-f865-5a4d-acd2-1ec24f2db87e,1,Sociabiliteit
31,b33aa947-10e1-53b7-ad59-affc46fac901,1,Sociabiliteit
32,bbb0d942-a1c9-5a2d-a36b-2ab007243a1f,1,Sociabiliteit
33,c22e1828-5784-556c-a41b-541e88bbe819,0,Sociabiliteit
34,c6323f05-ac11-5726-b4a1-474fa2d166a8,0,Sociabiliteit
35,c636db50-3f4e-5aaa-a98b-965b132f4859,0,Sociabiliteit
36,d73cd100-0c15-518b-874f-03a8811ebd04,0,Sociabiliteit
37,de12a2c7-d545-55e2-bd43-69fab0a50149,1,Sociabiliteit
38,debd2b0d-0e57-5d40-90ef-74cdb7758757,0,Sociabiliteit
39,eb695653-6a34-557a-aa9b-90a16a666a9b,0,Sociabiliteit
40,fe1661b9-4971-54a3-b310-1b7dadb63fcc,0,Sociabiliteit
0,04e108ed-dcea-5f17-871c-7e7d9901a5ec,0,Gedrevenheid
1,061a8da0-102b-58ec-9536-67e4018e4894,0,Gedrevenheid
2,06f319de-6e2d-596f-a545-d3fed5b048f1,1,Gedrevenheid
3,0ac45ebf-abaf-52c1-904e-73f962af3ef0,0,Gedrevenheid
4,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,1,Gedrevenheid
5,0b987c95-d61b-5d7f-925c-9c894e0937ce,0,Gedrevenheid
6,10aff0a6-3e67-53d9-9ac4-3224643e0d22,0,Gedrevenheid
7,1d86b3eb-82cf-5248-9a19-5472e1913b44,1,Gedrevenheid
8,228c72c7-39f3-5090-883c-8e71882f4963,1,Gedrevenheid
9,230154a9-def4-5404-a86e-ec8626ee4c95,1,Gedrevenheid
10,24e2d531-6fab-5f5b-9282-a488302c6547,1,Gedrevenheid
11,283ab77f-98df-5946-aacd-c3bf20cc1bc4,1,Gedrevenheid
12,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,1,Gedrevenheid
13,376aa464-a5f7-5aed-acd9-7dceb37ded9d,0,Gedrevenheid
14,3e44802d-3364-5f3a-af67-a038e335a656,1,Gedrevenheid
15,54607c72-f7f0-5106-874f-ff352975ea48,1,Gedrevenheid
16,5c0747ca-674f-5dcd-aa3d-0dda5a77c658,0,Gedrevenheid
17,5e3ed26e-b8d0-53f5-be5a-38296109877d,0,Gedrevenheid
18,61369f33-c11d-5d29-80ed-d751b8246cd1,0,Gedrevenheid
19,645025be-9089-5afa-a2e1-5b77a6593f13,1,Gedrevenheid
20,6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,0,Gedrevenheid
21,6f169b8a-96c4-5c9c-8228-4bd081defe41,0,Gedrevenheid
22,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,1,Gedrevenheid
23,709c252c-5841-547c-bc0d-099fa1d0052b,0,Gedrevenheid
24,740200fb-ceec-58a1-a4da-f24c997943de,1,Gedrevenheid
25,82371131-0df5-5703-b77f-6b45c3c4c2d9,1,Gedrevenheid
26,8783258b-64d3-5d41-92cf-08532d074f44,0,Gedrevenheid
27,8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,0,Gedrevenheid
28,980717fa-cb0e-5995-a07f-d7eabf81f302,1,Gedrevenheid
29,a5bc65f4-cbe4-5303-9ac4-0a97089e3ec2,1,Gedrevenheid
30,a992c073-f865-5a4d-acd2-1ec24f2db87e,1,Gedrevenheid
31,b33aa947-10e1-53b7-ad59-affc46fac901,1,Gedrevenheid
32,bbb0d942-a1c9-5a2d-a36b-2ab007243a1f,0,Gedrevenheid
33,c22e1828-5784-556c-a41b-541e88bbe819,0,Gedrevenheid
34,c6323f05-ac11-5726-b4a1-474fa2d166a8,1,Gedrevenheid
35,c636db50-3f4e-5aaa-a98b-965b132f4859,0,Gedrevenheid
36,d73cd100-0c15-518b-874f-03a8811ebd04,0,Gedrevenheid
37,de12a2c7-d545-55e2-bd43-69fab0a50149,1,Gedrevenheid
38,debd2b0d-0e57-5d40-90ef-74cdb7758757,1,Gedrevenheid
39,eb695653-6a34-557a-aa9b-90a16a666a9b,0,Gedrevenheid
40,fe1661b9-4971-54a3-b310-1b7dadb63fcc,0,Gedrevenheid
0,04e108ed-dcea-5f17-871c-7e7d9901a5ec,0,Structuur
1,061a8da0-102b-58ec-9536-67e4018e4894,1,Structuur
2,06f319de-6e2d-596f-a545-d3fed5b048f1,0,Structuur
3,0ac45ebf-abaf-52c1-904e-73f962af3ef0,0,Structuur
4,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,0,Structuur
5,0b987c95-d61b-5d7f-925c-9c894e0937ce,1,Structuur
6,10aff0a6-3e67-53d9-9ac4-3224643e0d22,1,Structuur
7,1d86b3eb-82cf-5248-9a19-5472e1913b44,1,Structuur
8,228c72c7-39f3-5090-883c-8e71882f4963,0,Structuur
9,230154a9-def4-5404-a86e-ec8626ee4c95,0,Structuur
10,24e2d531-6fab-5f5b-9282-a488302c6547,0,Structuur
11,283ab77f-98df-5946-aacd-c3bf20cc1bc4,1,Structuur
12,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,0,Structuur
13,376aa464-a5f7-5aed-acd9-7dceb37ded9d,1,Structuur
14,3e44802d-3364-5f3a-af67-a038e335a656,0,Structuur
15,54607c72-f7f0-5106-874f-ff352975ea48,1,Structuur
16,5c0747ca-674f-5dcd-aa3d-0dda5a77c658,1,Structuur
17,5e3ed26e-b8d0-53f5-be5a-38296109877d,0,Structuur
18,61369f33-c11d-5d29-80ed-d751b8246cd1,1,Structuur
19,645025be-9089-5afa-a2e1-5b77a6593f13,0,Structuur
20,6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,0,Structuur
21,6f169b8a-96c4-5c9c-8228-4bd081defe41,1,Structuur
22,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,1,Structuur
23,709c252c-5841-547c-bc0d-099fa1d0052b,1,Structuur
24,740200fb-ceec-58a1-a4da-f24c997943de,1,Structuur
25,82371131-0df5-5703-b77f-6b45c3c4c2d9,1,Structuur
26,8783258b-64d3-5d41-92cf-08532d074f44,1,Structuur
27,8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,1,Structuur
28,980717fa-cb0e-5995-a07f-d7eabf81f302,1,Structuur
29,a5bc65f4-cbe4-5303-9ac4-0a97089e3ec2,0,Structuur
30,a992c073-f865-5a4d-acd2-1ec24f2db87e,1,Structuur
31,b33aa947-10e1-53b7-ad59-affc46fac901,0,Structuur
32,bbb0d942-a1c9-5a2d-a36b-2ab007243a1f,0,Structuur
33,c22e1828-5784-556c-a41b-541e88bbe819,1,Structuur
34,c6323f05-ac11-5726-b4a1-474fa2d166a8,1,Structuur
35,c636db50-3f4e-5aaa-a98b-965b132f4859,1,Structuur
36,d73cd100-0c15-518b-874f-03a8811ebd04,1,Structuur
37,de12a2c7-d545-55e2-bd43-69fab0a50149,0,Structuur
38,debd2b0d-0e57-5d40-90ef-74cdb7758757,1,Structuur
39,eb695653-6a34-557a-aa9b-90a16a666a9b,1,Structuur
40,fe1661b9-4971-54a3-b310-1b7dadb63fcc,1,Structuur
0,04e108ed-dcea-5f17-871c-7e7d9901a5ec,0,Stabiliteit
1,061a8da0-102b-58ec-9536-67e4018e4894,1,Stabiliteit
2,06f319de-6e2d-596f-a545-d3fed5b048f1,0,Stabiliteit
3,0ac45ebf-abaf-52c1-904e-73f962af3ef0,0,Stabiliteit
4,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,0,Stabiliteit
5,0b987c95-d61b-5d7f-925c-9c894e0937ce,1,Stabiliteit
6,10aff0a6-3e67-53d9-9ac4-3224643e0d22,0,Stabiliteit
7,1d86b3eb-82cf-5248-9a19-5472e1913b44,0,Stabiliteit
8,228c72c7-39f3-5090-883c-8e71882f4963,0,Stabiliteit
9,230154a9-def4-5404-a86e-ec8626ee4c95,0,Stabiliteit
10,24e2d531-6fab-5f5b-9282-a488302c6547,0,Stabiliteit
11,283ab77f-98df-5946-aacd-c3bf20cc1bc4,0,Stabiliteit
12,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,0,Stabiliteit
13,376aa464-a5f7-5aed-acd9-7dceb37ded9d,1,Stabiliteit
14,3e44802d-3364-5f3a-af67-a038e335a656,0,Stabiliteit
15,54607c72-f7f0-5106-874f-ff352975ea48,0,Stabiliteit
16,5c0747ca-674f-5dcd-aa3d-0dda5a77c658,1,Stabiliteit
17,5e3ed26e-b8d0-53f5-be5a-38296109877d,1,Stabiliteit
18,61369f33-c11d-5d29-80ed-d751b8246cd1,1,Stabiliteit
19,645025be-9089-5afa-a2e1-5b77a6593f13,0,Stabiliteit
20,6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,1,Stabiliteit
21,6f169b8a-96c4-5c9c-8228-4bd081defe41,1,Stabiliteit
22,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,0,Stabiliteit
23,709c252c-5841-547c-bc0d-099fa1d0052b,1,Stabiliteit
24,740200fb-ceec-58a1-a4da-f24c997943de,0,Stabiliteit
25,82371131-0df5-5703-b77f-6b45c3c4c2d9,0,Stabiliteit
26,8783258b-64d3-5d41-92cf-08532d074f44,1,Stabiliteit
27,8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,0,Stabiliteit
28,980717fa-cb0e-5995-a07f-d7eabf81f302,0,Stabiliteit
29,a5bc65f4-cbe4-5303-9ac4-0a97089e3ec2,1,Stabiliteit
30,a992c073-f865-5a4d-acd2-1ec24f2db87e,1,Stabiliteit
31,b33aa947-10e1-53b7-ad59-affc46fac901,1,Stabiliteit
32,bbb0d942-a1c9-5a2d-a36b-2ab007243a1f,1,Stabiliteit
33,c22e1828-5784-556c-a41b-541e88bbe819,1,Stabiliteit
34,c6323f05-ac11-5726-b4a1-474fa2d166a8,1,Stabiliteit
35,c636db50-3f4e-5aaa-a98b-965b132f4859,0,Stabiliteit
36,d73cd100-0c15-518b-874f-03a8811ebd04,1,Stabiliteit
37,de12a2c7-d545-55e2-bd43-69fab0a50149,0,Stabiliteit
38,debd2b0d-0e57-5d40-90ef-74cdb7758757,0,Stabiliteit
39,eb695653-6a34-557a-aa9b-90a16a666a9b,1,Stabiliteit
40,fe1661b9-4971-54a3-b310-1b7dadb63fcc,1,Stabiliteit
